Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      5.18     0.00       23     0.00     0.00  std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      5.18     0.00       23     0.00     0.00  void std::vector<Chunk*, std::allocator<Chunk*> >::_M_realloc_insert<Chunk*>(__gnu_cxx::__normal_iterator<Chunk**, std::vector<Chunk*, std::allocator<Chunk*> > >, Chunk*&&)
  0.00      5.18     0.00       21     0.00     0.08  World::updateChunkBuffers(Vec2)
  0.00      5.18     0.00       16     0.00     0.00  std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::~_Task_state()
  0.00      5.18     0.00        9     0.00     0.00  Shader::checkCompileErrors(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      5.18     0.00        9     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Texture::TextureCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Texture::TextureCommonData>&&)
  0.00      5.18     0.00        9     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.18     0.00        9     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.18     0.00        8     0.00     0.00  Texture::Texture(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      5.18     0.00        8     0.00     0.00  std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      5.18     0.00        8     0.00     0.00  std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      5.18     0.00        6     0.00     0.00  stbi__getn(stbi__context*, unsigned char*, int)
  0.00      5.18     0.00        6     0.00     0.00  stbi__parse_zlib(stbi__zbuf*, int)
  0.00      5.18     0.00        6     0.00     0.00  stbi__stdio_skip(void*, int)
  0.00      5.18     0.00        6     0.00     0.00  stbi__parse_png_file(stbi__png*, int, int)
  0.00      5.18     0.00        6     0.00     0.00  stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int)
  0.00      5.18     0.00        5     0.00     0.00  void std::deque<std::function<void (int)>*, std::allocator<std::function<void (int)>*> >::_M_push_back_aux<std::function<void (int)>* const&>(std::function<void (int)>* const&)
  0.00      5.18     0.00        4     0.00     0.00  stbi__pnm_getinteger(stbi__context*, char*)
  0.00      5.18     0.00        3     0.00     0.00  VoxelGenerator::shuffleTables(int, int)
  0.00      5.18     0.00        3     0.00     0.00  Shader::Shader(char const*, char const*)
  0.00      5.18     0.00        3     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData>&&)
  0.00      5.18     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.18     0.00        2     0.00     0.00  VoxelGenerator::createPerlinGradient(unsigned int)
  0.00      5.18     0.00        2     0.00     0.00  Shader::~Shader()
  0.00      5.18     0.00        2     0.00     0.00  Shader::~Shader()
  0.00      5.18     0.00        2     0.00     0.00  void std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_assign_unique<std::pair<Vec2 const, Chunk*> const*>(std::pair<Vec2 const, Chunk*> const*, std::pair<Vec2 const, Chunk*> const*)
  0.00      5.18     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.18     0.00        1     0.00     0.00  initialize()
  0.00      5.18     0.00        1     0.00     0.00  TextManager::init()
  0.00      5.18     0.00        1     0.00     1.14  VoxelGenerator::initialize(unsigned int)
  0.00      5.18     0.00        1     0.00     0.00  VoxelGenerator::clear()
  0.00      5.18     0.00        1     0.00     0.00  ResourceManager::loadPack()
  0.00      5.18     0.00        1     0.00     0.00  RectangularCuboid::initialize()
  0.00      5.18     0.00        1     0.00     0.00  RectangularCuboid::clear()
  0.00      5.18     0.00        1     0.00     0.00  ctpl::thread_pool::resize(int)
  0.00      5.18     0.00        1     0.00     0.07  World::~World()
  0.00      5.18     0.00        1     0.00     0.07  World::~World()
  0.00      5.18     0.00        1     0.00     0.00  Camera::Camera()
  0.00      5.18     0.00        1     0.00     0.00  Camera::Camera(Vec3)
  0.00      5.18     0.00        1     0.00     0.00  Matrix::createProjMatrix(float, float, float, float)
  0.00      5.18     0.00        1     0.00     0.00  Matrix::createOrthoMatrix(float, float, float, float, float, float)
  0.00      5.18     0.00        1     0.00     0.00  Object::setProjMat(Matrix)
  0.00      5.18     0.00        1     0.00     1.28  Skybox::initialize(float, float, int, int)
  0.00      5.18     0.00        1     0.00     0.00  Skybox::clear()
  0.00      5.18     0.00        1     0.00     0.00  Texture::~Texture()
  0.00      5.18     0.00        1     0.00     0.00  appWindow::init()
  0.00      5.18     0.00        1     0.00     0.00  Texture::getID() const
  0.00      5.18     0.00        1     0.00     0.00  std::_Function_handler<float (float, float), Texture::Texture(float)::{lambda(float, float)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      5.18     0.00        1     0.00     0.00  std::vector<std::shared_ptr<std::atomic<bool> >, std::allocator<std::shared_ptr<std::atomic<bool> > > >::_M_default_append(unsigned long)
  0.00      5.18     0.00        1     0.00     0.00  std::vector<std::unique_ptr<std::thread, std::default_delete<std::thread> >, std::allocator<std::unique_ptr<std::thread, std::default_delete<std::thread> > > >::_M_default_append(unsigned long)
  0.00      5.18     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      5.18     0.00        1     0.00     0.00  frame_dummy

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.19% of 5.18 seconds

index % time    self  children    called     name
                0.04    0.62      44/142         std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) [18]
                0.08    1.37      98/142         std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) [10]
[1]     40.7    0.12    1.99     142         Chunk::initChunk() [1]
                0.10    1.81      97/97          Chunk::updateVisibility() [3]
                0.01    0.06   73901/750528      VoxelGenerator::Noise2D(float, float, float, float, float, int, int, float, float) [17]
                0.01    0.00 1013358/1959485     Vec3::operator==(Vec3 const&) const [46]
                0.00    0.00  944600/65751448     Vec3::Vec3(float, float, float) [28]
                0.00    0.00     178/945554      Vec3::operator*(float) const [48]
                0.00    0.00     167/56844333     Vec3::operator-(Vec3 const&) const [23]
                0.00    0.00     123/8594076     Vec3::Vec3(Vec3 const&) [42]
                0.00    0.00     111/56991955     Vec3::operator+(Vec3 const&) const [27]
                0.00    0.00     287/18670       Vec3::operator=(Vec3 const&) [151]
                0.00    0.00     101/1122        Vec2::Vec2() [175]
-----------------------------------------------
                                                 <spontaneous>
[2]     40.7    0.00    2.11                 std::__future_base::_State_baseV2::_M_do_set(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*) [2]
                0.00    1.45      72/72          std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) [10]
                0.00    0.65      32/32          std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) [18]
-----------------------------------------------
                0.10    1.81      97/97          Chunk::initChunk() [1]
[3]     36.8    0.10    1.81      97         Chunk::updateVisibility() [3]
                0.50    1.31  911282/911282      Chunk::setVisibilityByNeighbors(int, int, int) [5]
                0.00    0.00   60407/8594076     Vec3::Vec3(Vec3 const&) [42]
                0.00    0.00   59981/65751448     Vec3::Vec3(float, float, float) [28]
